age,sex,job,housing,saving_accounts,credit_amount,duration,purpose,risk,income,education,marital_status,number_of_children,credit_score,credit_assignment
28,female,3,own,little,51152.5,21,car,good,1276716.0,Doctorate,Single,1,Low,No
28,female,3,own,little,51152.5,21,car,good,1276716.0,Doctorate,Single,1,Low,No
28,female,3,own,little,51152.5,21,car,good,1276716.0,Doctorate,Single,1,Low,No
41,male,1,own,rich,12582.5,12,education,bad,1273583.0,Bachelor's Degree,Single,1,Average,No
32,male,2,rent,little,53585.0,24,furniture/equipment,good,1272808.0,Doctorate,Single,1,Average,Yes
32,male,2,rent,little,53585.0,24,furniture/equipment,good,1272808.0,Doctorate,Single,1,Average,Yes
32,male,2,rent,moderate,53585.0,24,furniture/equipment,good,1272808.0,Doctorate,Single,1,Average,Yes
25,female,2,rent,little,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
25,female,2,rent,little,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
25,female,2,rent,rich,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
25,female,2,rent,little,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
25,female,2,rent,little,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
25,female,2,rent,little,23992.5,24,car,bad,1272229.0,Bachelor's Degree,Married,3,High,Yes
24,female,2,own,rich,15295.0,15,domestic appliances,good,1271982.0,Doctorate,Single,3,Low,No
49,male,2,rent,rich,101517.5,12,furniture/equipment,good,1270183.0,Doctorate,Single,3,Average,No
49,male,2,rent,rich,101517.5,12,furniture/equipment,good,1270183.0,Doctorate,Single,3,Average,No
34,female,2,own,little,32235.0,36,car,bad,1268692.0,Bachelor's Degree,Single,0,Low,No
34,female,2,own,little,32235.0,36,car,bad,1268692.0,Bachelor's Degree,Single,0,Low,No
46,male,3,own,rich,119735.0,24,car,good,1268454.0,Doctorate,Married,1,Average,Yes
37,male,1,own,moderate,62387.5,12,education,good,1268349.0,Associates's Degree,Married,1,Low,No
32,male,2,own,moderate,26775.0,18,car,bad,1268124.0,Associates's Degree,Married,3,Low,Yes
48,male,1,own,little,30502.5,24,radio/TV,good,1265146.0,Bachelor's Degree,Married,0,High,No
48,male,1,own,little,30502.5,24,radio/TV,good,1265146.0,Bachelor's Degree,Married,0,High,No
48,male,1,own,little,30502.5,24,radio/TV,good,1265146.0,Bachelor's Degree,Married,0,High,No
48,male,2,free,little,162347.5,24,car,good,1262041.0,Associates's Degree,Single,0,Low,Yes
48,male,2,free,little,162347.5,24,car,good,1262041.0,Associates's Degree,Single,0,Low,Yes
25,female,2,own,moderate,21105.0,9,radio/TV,good,1258206.0,High School Diploma,Married,3,High,No
25,female,2,own,little,21105.0,9,radio/TV,good,1258206.0,High School Diploma,Married,3,High,No
25,female,2,own,little,21105.0,9,radio/TV,good,1258206.0,High School Diploma,Married,3,High,No
44,male,3,rent,moderate,59220.0,6,furniture/equipment,bad,1257676.0,Associates's Degree,Married,2,Average,No
27,male,1,own,rich,18935.0,9,radio/TV,good,1256684.0,Doctorate,Single,1,Low,No
27,male,1,own,little,18935.0,9,radio/TV,good,1256684.0,Doctorate,Single,1,Low,No
27,male,1,own,rich,18935.0,9,radio/TV,good,1256684.0,Doctorate,Single,1,Low,No
27,male,1,own,little,18935.0,9,radio/TV,good,1256684.0,Doctorate,Single,1,Low,No
61,male,1,own,moderate,21962.5,12,car,good,1254597.0,Associates's Degree,Single,0,High,No
28,female,1,own,little,13037.5,9,radio/TV,bad,1252870.0,High School Diploma,Married,0,Low,Yes
42,female,2,rent,little,34387.5,24,car,good,1251241.0,Associates's Degree,Married,3,High,No
24,male,2,own,little,31500.0,18,radio/TV,good,1249285.0,Associates's Degree,Single,1,High,Yes
24,male,2,own,little,31500.0,18,radio/TV,good,1249285.0,Associates's Degree,Single,1,High,Yes
24,male,2,own,little,31500.0,18,radio/TV,good,1249285.0,Associates's Degree,Single,1,High,Yes
24,male,2,own,little,31500.0,18,radio/TV,good,1249285.0,Associates's Degree,Single,1,High,Yes
25,male,2,own,little,96442.5,24,furniture/equipment,good,1247018.0,Bachelor's Degree,Single,3,Low,Yes
25,male,2,own,little,96442.5,24,furniture/equipment,good,1247018.0,Bachelor's Degree,Single,3,Low,Yes
25,female,2,rent,little,25077.5,15,furniture/equipment,good,1242977.0,Master's Degree,Single,2,Average,Yes
46,female,1,own,moderate,62895.0,15,car,good,1241381.0,High School Diploma,Single,0,High,Yes
46,female,1,own,little,62895.0,15,car,good,1241381.0,High School Diploma,Single,0,High,Yes
44,female,1,own,moderate,13300.0,8,radio/TV,good,1239377.0,Doctorate,Single,3,Low,No
27,male,1,own,moderate,16397.5,24,education,good,1238399.0,High School Diploma,Single,2,Low,No
27,male,1,own,little,16397.5,24,education,good,1238399.0,High School Diploma,Single,2,Low,No
22,female,2,rent,quite rich,40267.5,9,furniture/equipment,good,1234123.0,High School Diploma,Married,0,Low,No
22,female,2,rent,little,40267.5,9,furniture/equipment,good,1234123.0,High School Diploma,Married,0,Low,No
22,female,2,rent,little,40267.5,9,furniture/equipment,good,1234123.0,High School Diploma,Married,0,Low,No
28,female,2,rent,little,71977.5,24,car,bad,1233511.0,High School Diploma,Married,2,Average,No
28,female,2,rent,little,71977.5,24,car,bad,1233511.0,High School Diploma,Married,2,Average,No
28,female,2,rent,moderate,71977.5,24,car,bad,1233511.0,High School Diploma,Married,2,Average,No
28,female,2,rent,little,71977.5,24,car,bad,1233511.0,High School Diploma,Married,2,Average,No
25,male,2,own,moderate,25970.0,12,radio/TV,bad,1229805.0,Associates's Degree,Single,2,High,No
25,male,2,own,little,25970.0,12,radio/TV,bad,1229805.0,Associates's Degree,Single,2,High,No
33,male,3,own,little,77682.5,18,business,good,1228660.0,Doctorate,Married,3,High,Yes
33,male,3,own,moderate,77682.5,18,business,good,1228660.0,Doctorate,Married,3,High,Yes
38,male,3,own,little,50032.5,12,car,good,1227900.0,High School Diploma,Single,3,Average,No
38,male,3,own,quite rich,50032.5,12,car,good,1227900.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
25,male,2,own,little,37380.0,9,furniture/equipment,good,1227554.0,High School Diploma,Single,3,Average,No
33,male,2,own,little,90125.0,24,furniture/equipment,good,1227219.0,Bachelor's Degree,Single,3,High,Yes
33,male,2,own,little,90125.0,24,furniture/equipment,good,1227219.0,Bachelor's Degree,Single,3,High,Yes
33,male,2,own,little,90125.0,24,furniture/equipment,good,1227219.0,Bachelor's Degree,Single,3,High,Yes
40,female,2,rent,little,52517.5,18,furniture/equipment,good,1226957.0,Bachelor's Degree,Married,1,Average,Yes
22,male,2,own,little,43452.5,24,furniture/equipment,good,1225322.0,Doctorate,Married,2,Average,No
36,male,2,free,little,14805.0,7,radio/TV,good,1224006.0,High School Diploma,Married,1,Low,No
36,male,2,free,quite rich,14805.0,7,radio/TV,good,1224006.0,High School Diploma,Married,1,Low,No
26,female,2,own,little,13352.5,12,furniture/equipment,good,1223178.0,High School Diploma,Single,2,Average,No
26,female,2,own,little,13352.5,12,furniture/equipment,good,1223178.0,High School Diploma,Single,2,Average,No
26,female,2,own,little,13352.5,12,furniture/equipment,good,1223178.0,High School Diploma,Single,2,Average,No
42,male,3,own,little,181405.0,60,car,good,1217528.0,Doctorate,Single,1,High,No
42,male,3,own,little,181405.0,60,car,good,1217528.0,Doctorate,Single,1,High,No
42,male,3,own,moderate,181405.0,60,car,good,1217528.0,Doctorate,Single,1,High,No
29,male,2,rent,moderate,206780.0,45,business,bad,1215043.0,High School Diploma,Single,1,Low,Yes
29,male,2,rent,little,206780.0,45,business,bad,1215043.0,High School Diploma,Single,1,Low,Yes
26,male,2,own,moderate,23275.0,12,car,good,1213684.0,Doctorate,Married,2,High,Yes
24,female,2,rent,rich,11410.0,12,furniture/equipment,good,1211423.0,High School Diploma,Married,0,Average,No
28,male,1,own,little,31447.5,13,business,good,1210207.0,High School Diploma,Married,1,High,No
26,male,3,own,little,56612.5,24,radio/TV,good,1207254.0,Master's Degree,Married,1,High,Yes
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
26,female,2,own,little,174300.0,48,furniture/equipment,bad,1207154.0,Bachelor's Degree,Single,2,High,No
57,female,1,own,little,22015.0,24,radio/TV,good,1205882.0,Doctorate,Married,0,High,Yes
57,female,1,own,little,22015.0,24,radio/TV,good,1205882.0,Doctorate,Married,0,High,Yes
48,female,1,own,quite rich,76142.5,24,furniture/equipment,good,1205869.0,Master's Degree,Single,0,Low,Yes
48,female,1,own,little,76142.5,24,furniture/equipment,good,1205869.0,Master's Degree,Single,0,Low,Yes
48,female,1,own,little,76142.5,24,furniture/equipment,good,1205869.0,Master's Degree,Single,0,Low,Yes
48,female,1,own,little,76142.5,24,furniture/equipment,good,1205869.0,Master's Degree,Single,0,Low,Yes
30,male,3,own,little,193445.0,36,car,good,1201993.0,High School Diploma,Single,0,Average,No
32,male,2,own,little,52115.0,6,furniture/equipment,good,1201594.0,Master's Degree,Married,2,Low,No
34,male,1,own,little,30502.5,6,business,good,1198528.0,High School Diploma,Married,1,High,Yes
34,male,1,own,quite rich,30502.5,6,business,good,1198528.0,High School Diploma,Married,1,High,Yes
34,male,1,own,moderate,30502.5,6,business,good,1198528.0,High School Diploma,Married,1,High,Yes
34,male,1,own,little,30502.5,6,business,good,1198528.0,High School Diploma,Married,1,High,Yes
31,male,2,own,little,63367.5,24,radio/TV,bad,1196829.0,Bachelor's Degree,Married,1,Low,Yes
25,male,1,own,little,11987.5,12,car,bad,1195956.0,Master's Degree,Married,1,Average,Yes
25,male,1,own,little,11987.5,12,car,bad,1195956.0,Master's Degree,Married,1,Average,Yes
30,male,3,free,little,221900.0,21,car,bad,1195571.0,Doctorate,Married,0,Average,No
30,male,3,free,moderate,221900.0,21,car,bad,1195571.0,Doctorate,Married,0,Average,No
30,male,3,free,little,221900.0,21,car,bad,1195571.0,Doctorate,Married,0,Average,No
30,male,3,free,moderate,221900.0,21,car,bad,1195571.0,Doctorate,Married,0,Average,No
30,male,3,free,little,221900.0,21,car,bad,1195571.0,Doctorate,Married,0,Average,No
33,male,2,own,little,27002.5,6,furniture/equipment,good,1192973.0,Associates's Degree,Married,3,High,Yes
33,male,2,own,little,27002.5,6,furniture/equipment,good,1192973.0,Associates's Degree,Married,3,High,Yes
27,male,3,free,little,24885.0,9,car,bad,1190683.0,Doctorate,Single,3,Average,Yes
27,male,3,free,little,24885.0,9,car,bad,1190683.0,Doctorate,Single,3,Average,Yes
47,male,2,own,moderate,52797.5,30,radio/TV,good,1188488.0,Associates's Degree,Single,2,Average,Yes
47,male,2,own,little,52797.5,30,radio/TV,good,1188488.0,Associates's Degree,Single,2,Average,Yes
47,male,2,own,moderate,52797.5,30,radio/TV,good,1188488.0,Associates's Degree,Single,2,Average,Yes
40,female,2,own,little,15645.0,10,education,good,1185154.0,Doctorate,Married,3,High,No
40,female,2,own,little,15645.0,10,education,good,1185154.0,Doctorate,Married,3,High,No
28,female,2,rent,little,45552.5,24,car,good,1179332.0,High School Diploma,Single,0,Low,Yes
28,female,2,rent,rich,45552.5,24,car,good,1179332.0,High School Diploma,Single,0,Low,Yes
28,female,2,rent,little,45552.5,24,car,good,1179332.0,High School Diploma,Single,0,Low,Yes
28,female,2,rent,rich,45552.5,24,car,good,1179332.0,High School Diploma,Single,0,Low,Yes
26,male,1,own,little,74760.0,30,business,good,1179003.0,Doctorate,Single,0,Low,No
26,male,1,own,rich,74760.0,30,business,good,1179003.0,Doctorate,Single,0,Low,No
26,male,1,own,little,74760.0,30,business,good,1179003.0,Doctorate,Single,0,Low,No
28,female,3,rent,little,45605.0,21,radio/TV,good,1175633.0,Doctorate,Single,3,Average,Yes
28,female,3,rent,moderate,45605.0,21,radio/TV,good,1175633.0,Doctorate,Single,3,Average,Yes
28,female,3,rent,little,45605.0,21,radio/TV,good,1175633.0,Doctorate,Single,3,Average,Yes
28,female,3,rent,little,45605.0,21,radio/TV,good,1175633.0,Doctorate,Single,3,Average,Yes
34,female,2,own,little,77945.0,36,radio/TV,good,1175047.0,High School Diploma,Married,0,High,Yes
34,female,2,own,little,77945.0,36,radio/TV,good,1175047.0,High School Diploma,Married,0,High,Yes
44,male,2,own,little,41562.5,24,business,good,1174655.0,High School Diploma,Single,1,Average,No
44,male,2,own,rich,41562.5,24,business,good,1174655.0,High School Diploma,Single,1,Average,No
44,male,2,own,moderate,41562.5,24,business,good,1174655.0,High School Diploma,Single,1,Average,No
44,male,2,own,little,41562.5,24,business,good,1174655.0,High School Diploma,Single,1,Average,No
27,male,2,own,little,64942.5,36,education,good,1173925.0,Doctorate,Single,2,Low,No
27,male,2,own,little,64942.5,36,education,good,1173925.0,Doctorate,Single,2,Low,No
24,female,2,own,little,48790.0,15,furniture/equipment,good,1171108.0,Master's Degree,Single,3,Low,Yes
41,male,2,own,little,43802.5,30,business,good,1171028.0,High School Diploma,Married,1,High,No
41,male,2,own,little,43802.5,30,business,good,1171028.0,High School Diploma,Married,1,High,No
41,male,2,own,little,43802.5,30,business,good,1171028.0,High School Diploma,Married,1,High,No
33,female,2,rent,little,69405.0,18,car,bad,1169897.0,Doctorate,Married,0,High,Yes
33,female,2,rent,little,69405.0,18,car,bad,1169897.0,Doctorate,Married,0,High,Yes
33,female,2,rent,moderate,69405.0,18,car,bad,1169897.0,Doctorate,Married,0,High,Yes
36,male,2,own,little,53882.5,36,car,good,1168560.0,High School Diploma,Married,2,Average,Yes
36,male,2,own,little,53882.5,36,car,good,1168560.0,High School Diploma,Married,2,Average,Yes
36,male,2,own,little,53882.5,36,car,good,1168560.0,High School Diploma,Married,2,Average,Yes
47,male,2,free,little,145862.5,36,car,bad,1167052.0,High School Diploma,Married,1,Average,Yes
47,male,2,free,little,145862.5,36,car,bad,1167052.0,High School Diploma,Married,1,Average,Yes
47,male,2,free,little,145862.5,36,car,bad,1167052.0,High School Diploma,Married,1,Average,Yes
47,male,2,free,little,145862.5,36,car,bad,1167052.0,High School Diploma,Married,1,Average,Yes
29,male,3,rent,little,33267.5,24,radio/TV,good,1163901.0,Associates's Degree,Single,1,Average,No
29,male,3,rent,little,33267.5,24,radio/TV,good,1163901.0,Associates's Degree,Single,1,Average,No
29,male,3,rent,little,33267.5,24,radio/TV,good,1163901.0,Associates's Degree,Single,1,Average,No
23,male,1,rent,moderate,33880.0,18,radio/TV,good,1160874.0,Doctorate,Married,1,Average,Yes
23,male,1,rent,little,33880.0,18,radio/TV,good,1160874.0,Doctorate,Married,1,Average,Yes
23,male,1,rent,little,33880.0,18,radio/TV,good,1160874.0,Doctorate,Married,1,Average,Yes
23,male,1,rent,little,33880.0,18,radio/TV,good,1160874.0,Doctorate,Married,1,Average,Yes
23,male,1,rent,little,33880.0,18,radio/TV,good,1160874.0,Doctorate,Married,1,Average,Yes
38,male,3,own,moderate,99942.5,36,car,good,1156313.0,Master's Degree,Married,1,High,No
38,male,3,own,little,99942.5,36,car,good,1156313.0,Master's Degree,Married,1,High,No
38,male,3,own,rich,99942.5,36,car,good,1156313.0,Master's Degree,Married,1,High,No
38,male,3,own,quite rich,99942.5,36,car,good,1156313.0,Master's Degree,Married,1,High,No
38,male,3,own,little,99942.5,36,car,good,1156313.0,Master's Degree,Married,1,High,No
63,male,2,own,little,51747.5,24,car,good,1155513.0,Associates's Degree,Married,2,Low,No
63,male,2,own,quite rich,51747.5,24,car,good,1155513.0,Associates's Degree,Married,2,Low,No
28,female,3,own,little,58607.5,36,furniture/equipment,bad,1155500.0,High School Diploma,Single,2,High,Yes
28,female,3,own,little,58607.5,36,furniture/equipment,bad,1155500.0,High School Diploma,Single,2,High,Yes
28,female,3,own,little,58607.5,36,furniture/equipment,bad,1155500.0,High School Diploma,Single,2,High,Yes
28,female,3,own,little,58607.5,36,furniture/equipment,bad,1155500.0,High School Diploma,Single,2,High,Yes
28,female,2,own,quite rich,73867.5,30,business,good,1155350.0,High School Diploma,Single,3,Average,Yes
28,female,2,own,moderate,73867.5,30,business,good,1155350.0,High School Diploma,Single,3,Average,Yes
28,female,2,own,little,73867.5,30,business,good,1155350.0,High School Diploma,Single,3,Average,Yes
28,female,2,own,little,73867.5,30,business,good,1155350.0,High School Diploma,Single,3,Average,Yes
28,female,2,own,little,73867.5,30,business,good,1155350.0,High School Diploma,Single,3,Average,Yes
43,male,1,own,little,129377.5,24,car,good,1153014.0,Doctorate,Single,0,Average,No
43,male,1,own,little,129377.5,24,car,good,1153014.0,Doctorate,Single,0,Average,No
21,male,2,rent,little,30905.0,6,furniture/equipment,good,1151488.0,Master's Degree,Married,2,Low,Yes
23,female,2,rent,quite rich,124722.5,36,furniture/equipment,bad,1143071.0,Master's Degree,Married,3,Low,Yes
23,female,2,rent,little,124722.5,36,furniture/equipment,bad,1143071.0,Master's Degree,Married,3,Low,Yes
23,female,2,rent,little,124722.5,36,furniture/equipment,bad,1143071.0,Master's Degree,Married,3,Low,Yes
25,male,1,rent,little,38675.0,10,furniture/equipment,bad,1141776.0,Doctorate,Single,3,High,Yes
25,male,1,rent,rich,38675.0,10,furniture/equipment,bad,1141776.0,Doctorate,Single,3,High,Yes
20,female,2,rent,little,81812.5,12,car,good,1141596.0,Doctorate,Married,0,Average,No
45,male,2,free,little,22750.0,15,car,good,1141396.0,High School Diploma,Single,2,High,Yes
45,male,2,free,little,22750.0,15,car,good,1141396.0,High School Diploma,Single,2,High,Yes
45,male,2,free,little,22750.0,15,car,good,1141396.0,High School Diploma,Single,2,High,Yes
45,male,2,free,little,22750.0,15,car,good,1141396.0,High School Diploma,Single,2,High,Yes
29,female,2,own,little,33127.5,12,car,good,1137057.0,Associates's Degree,Single,1,Average,Yes
29,female,2,own,little,33127.5,12,car,good,1137057.0,Associates's Degree,Single,1,Average,Yes
29,female,2,own,little,33127.5,12,car,good,1137057.0,Associates's Degree,Single,1,Average,Yes
29,female,2,own,little,33127.5,12,car,good,1137057.0,Associates's Degree,Single,1,Average,Yes
